Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Deletion_Reason
weegbreestuifmeel	substantief	1.0	205489	205530	pollen van de weegbree	stuifmeel van de weegbree	Full definition shorter than short
week na week	verbinding	1.0	529154	919652	alle weken door	iedere week opnieuw	Full definition shorter than short
weg	bijwoord	B.2.0	179800	643446	ontvreemd verdwenen als gevolg van een tenietgaan of teloorgang verdwenen door niet langer actief of werkzaam te zijn	verdwenen afwezig door vertrek ergens niet langer werkzaam afwezig door verwijdering verdwenen door verlies of verberging verdwenen door diefstal verdwenen door teloorgang opgehouden	Full definition shorter than short
weg	bijwoord	B.2.5	179800	643511	ontvreemd	verdwenen door diefstal	Full definition shorter than short
weg	bijwoord	B.2.8	179800	643514	opgeruimd	uit de weg geruimd	Full definition shorter than short
weg durven	verbinding	1.0	919932	919933	durven vertrekken	zich durven verwijderen	Full definition shorter than short
weg mogen	verbinding	1.0	897521	919939	mogen weggaan	mogen vertrekken	Full definition shorter than short
weggaan	werkwoord	1.0	179921	179922	ergens heengaan voorsprong nemen op de groep renners waarbij men zich bevindt	een plaats verlaten weggebracht worden eropuit trekken ontsnappen afstand nemen	Full definition shorter than short
weggaan	werkwoord	1.1	179921	593342	weggevoerd worden	weggebracht worden	Full definition shorter than short
wegjorissen	werkwoord	1.0	373088	373089	schrappen	verwijderen	Full definition shorter than short
weken en weken	verbinding	1.0	919695	919696	talloze weken	een groot aantal weken	Full definition shorter than short
welgemanierd	adjectief	1.0	180341	180342	met goede manieren	goede manieren hebbend	Full definition shorter than short
welgevormd	adjectief	1.0	180357	180358	goedgevormd	een mooie, fraaie vorm hebbend	Full definition shorter than short
welgevuld	adjectief	1.0	180359	180360	goedgevuld	rijkelijk voorzien van iets	Full definition shorter than short
welmenend	adjectief	1.0	180402	180403	met de beste bedoelingen	goede bedoelingen hebbend	Full definition shorter than short
Wener	adjectief	3.0	180549	180552	van de Weners	van, uit, in Wenen enz.	Full definition shorter than short
werken als een paard	verbinding	1.0	320119	898332	buffelen	heel hard werken	Full definition shorter than short
Werkendammer	adjectief	2.0	180980	180982	van de Werkendammers	van, uit, in Werkendam e.d.	Full definition shorter than short
werkstudent	substantief	1.0	181276	181277	student die werkt	student met een baan	Full definition shorter than short
wetenswaardig	adjectief	1.0	202333	202553	het weten of kennen waard	waard om geweten te worden	Full definition shorter than short
what the fuck	voornaamwoord	2.0	938387	973580	wat in de wereld	wat in hemelsnaam	Full definition shorter than short
Wieringer	adjectief	2.0	181980	181982	van de gemeente Wieringen	van, uit, in Wieringen enz.	Full definition shorter than short
wijnkenner	substantief	1.0	182235	182236	kenner van wijnen	iemand die veel verstand heeft van wijn	Full definition shorter than short
wild	adjectief	A.9.0	182351	557655	niet rustig	snel en hard	Full definition shorter than short
wilde roos	verbinding	1.0	902053	902054	in het wild groeiende roos	in het wilde groeiende roos	Full definition shorter than short
winnaar	substantief	3.0	182679	567374	dier dat iets wint	dier dat (iets) wint	Full definition shorter than short
winnaar	substantief	1.2	182679	567376	verkiezingswinnaar	iemand die de verkiezingen wint	Full definition shorter than short
Winschoter	adjectief	2.0	182702	182704	van de Winschoters	van, uit, in Winschoten e.d.	Full definition shorter than short
winterseizoen	substantief	1.0	182887	182888	deel van het jaar waarin het winter is	seizoen van de winter periode van de winter in een bepaald jaar	Full definition shorter than short
wisi	substantief	1.0	400428	597140	toverkunst	zwarte magie	Full definition shorter than short
wit	adjectief	A.2.0	183087	183089	zeer licht van kleur	zeer licht (gekleurd)	Full definition shorter than short
wit	substantief	B.6.0	183087	578269	witbrood	wit brood	Full definition shorter than short
woelwater	substantief	1.0	387165	877713	iemand die vaak beweeglijk, onrustig, ongedurig is	beweeglijk, onrustig persoon beweeglijk, onrustig kind	Full definition shorter than short
woldragend	adjectief	2.0	411090	485754	wollen kleding dragend	kleding van wol dragend	Full definition shorter than short
woonplaats	substantief	1.0	183962	622098	adres	locatie waar iemand woont	Full definition shorter than short
woorden opeten	verbinding	1.0	912125	912127	woorden inslikken	woorden niet uitspreken	Full definition shorter than short
worst	substantief	3.0	184128	557878	iets worstvormigs mannelijk lid	iets wat op een worst lijkt mannelijk lid	Full definition shorter than short
worst	substantief	3.1	184128	557880	penis	mannelijk lid	Full definition shorter than short
wraaklust	substantief	1.0	184209	184210	zin om zich te wreken	lust om zich te wreken	Full definition shorter than short
yank	substantief	1.0	184421	184422	yankee	Amerikaan	Full definition shorter than short
zaaddragend	adjectief	1.0	458113	485769	zaad dragend	zaad voortbrengend	Full definition shorter than short
zachtgekookt	adjectief	2.0	184683	884804	gemakkelijk te beïnvloeden	gemakkelijk te beïnvloeden soft	Full definition shorter than short
zachtgekookt	adjectief	3.0	184683	884787	overgaar	zo lang gekookt dat het helemaal zacht is	Full definition shorter than short
Zaïrees	adjectief	1.0	185363	185365	van de Zaïrezen	van, uit, in Zaïre e.d.	Full definition shorter than short
zedeloos	adjectief	1.0	185389	185390	geen goed zedengevoel hebbend	zich niet houdend aan de goede zeden	Full definition shorter than short
zeegroente	substantief	1.0	193627	193629	groentesoort die in zee wordt verbouwd	groente(soort) die in zee wordt verbouwd	Full definition shorter than short
zeekreeft	substantief	1.0	185593	185594	kreeft die in zee leeft	in zee levende kreeft zeekreeft als voedsel	Full definition shorter than short
zeemleren	adjectief	1.0	453327	503703	zeemleren kleding dragend	gemaakt van zeemleer in zeemleren kleding gehuld	Full definition shorter than short
zeemleren	adjectief	1.1	453327	503704	zeemleren kleding dragend	in zeemleren kleding gehuld	Full definition shorter than short
zeepzieder	substantief	1.0	312411	312412	zeepmaker	iemand die zeep vervaardigt	Full definition shorter than short
Zeister	adjectief	1.0	355500	355501	van de Zeistenaren	van, uit, in Zeist e.d.	Full definition shorter than short
Zeists	adjectief	1.0	647753	647754	van de Zeistenaren	van, uit, in Zeist e.d.	Full definition shorter than short
zenit	substantief	1.1	186447	186449	toppunt	het hoogst bereikbare	Full definition shorter than short
z.g.a.n.	adjectief	1.0	202763	202764	nauwelijks gebruikt	zo goed als nieuw(e)	Full definition shorter than short
zich de blaren op de tong praten	verbinding	1.0	910825	910826	druk praten	zeer veel praten	Full definition shorter than short
zich een mooier verjaardagscadeau niet kunnen wensen	verbinding	1.0	920962	920963	voor zijn verjaardag het allermooiste cadeau krijgen	het mooiste verjaardagscadeau krijgen dat mogelijk is	Full definition shorter than short
zich op een weg begeven	verbinding	1.0	919796	919798	(beginnen te) handelen op de genoemde wijze	een bepaalde handelwijze (beginnen te) volgen	Full definition shorter than short
zich op gang trekken	verbinding	2.0	927517	927523	aanzetten	versnellen	Full definition shorter than short
zich op het dievenpad begeven	verbinding	1.0	911826	911834	uit stelen gaan	op pad gaan om een inbraak te plegen	Full definition shorter than short
zich te goed voelen voor iemand of iets	verbinding	1.0	896125	896126	iets beneden zijn waardigheid vinden	zich verheven voelen boven iemand of iets	Full definition shorter than short
zich voelen als een snoek op zolder	verbinding	1.0	923491	923492	zich niet thuis voelen	zich ongemakkelijk voelen	Full definition shorter than short
zieke	substantief	1.0	187002	187003	ziek persoon	iemand die ziek is	Full definition shorter than short
zijn dag niet hebben	verbinding	2.0	912880	912882	slechtgehumeurd zijn	een slecht humeur hebben	Full definition shorter than short
zijn ei kwijt kunnen	verbinding	1.0	911918	911919	kunnen doen wat men graag wil doen	kunnen zeggen wat men te zeggen heeft	Full definition shorter than short
zijn frank valt	verbinding	1.0	913745	913747	iets wordt iemand eindelijk duidelijk	de boodschap dringt eindelijk tot iemand door	Full definition shorter than short
zijn gang gaan	verbinding	2.0	915410	915414	op normale wijze verlopen	gaan zoals het altijd gaat	Full definition shorter than short
zijn gangetje gaan	verbinding	2.0	630924	915413	op normale wijze verlopen	gaan zoals het altijd gaat	Full definition shorter than short
zijn gezicht in de plooi houden	verbinding	1.0	914259	914260	geen emotie op zijn gezicht tonen	niet laten zien dat iemand emoties heeft	Full definition shorter than short
zijn kop in de wind gooien	verbinding	1.0	906965	906970	eigenzinnig, koppig zijn	niet naar goede raad luisteren	Full definition shorter than short
zijn mond houden	verbinding	1.0	323725	925042	zwijgen	niets zeggen	Full definition shorter than short
zijn mond opendoen	verbinding	1.0	918964	925541	zijn mening geven	ergens wat van zeggen	Full definition shorter than short
zijn toeter houden	verbinding	1.0	925045	925046	niets zeggen	zijn mond houden	Full definition shorter than short
zijn waffel opendoen	verbinding	1.0	918945	918969	praten	zijn mond opendoen	Full definition shorter than short
zijns inziens	bijwoord	1.0	416237	645358	volgens hem	naar zijn mening	Full definition shorter than short
z.j.	bijwoord	1.0	184509	184510	zonder (opgave van) jaartal	zonder (opgave van) jaar(tal)	Full definition shorter than short
zo arm als een luis	verbinding	1.0	914777	914778	straatarm	heel erg arm	Full definition shorter than short
zo bang als een wezel	verbinding	1.0	898414	898415	doodsbang	heel erg bang	Full definition shorter than short
zo dadelijk	bijwoord	1.0	187667	962903	zo meteen	over een zeer korte tijd	Full definition shorter than short
zo dadelijk	bijwoord	2.0	187667	962904	zo makkelijk	zo een-twee-drie	Full definition shorter than short
zo dom als een ezel	verbinding	1.0	916596	916597	oliedom	heel erg dom	Full definition shorter than short
zo dom als het paard van Christus en dat was een ezel	verbinding	1.0	903234	903235	oliedom	heel erg dom	Full definition shorter than short
zo doof als een kwartel	verbinding	2.0	906855	906858	Oost-Indisch doof	niet willende horen	Full definition shorter than short
zo dronken als een dragonder	verbinding	1.0	905027	905028	stomdronken	zeer dronken	Full definition shorter than short
zo dronken als een Maleier	adjectief	1.0	895020	895021	stomdronken	zeer dronken	Full definition shorter than short
zo dronken als een toeter	verbinding	1.0	925059	925060	stomdronken	zeer dronken	Full definition shorter than short
zo dronken als een tor	verbinding	1.0	924064	924065	stomdronken	zeer dronken	Full definition shorter than short
zo fris als een hoentje	verbinding	1.0	916209	916215	geheel uitgerust	zonder enig gevoel van vermoeidheid	Full definition shorter than short
zo grijs als een duif	verbinding	1.0	896434	896435	erg grijs	zeer grijs	Full definition shorter than short
zo koel als een komkommer	verbinding	1.0	928842	928846	ijskoud	zonder emotie	Full definition shorter than short
zo kwaad nog niet zijn	verbinding	1.0	586292	894783	zo slecht nog niet zijn	best meevallen in de omgang	Full definition shorter than short
zo mak als een duif	verbinding	1.0	896439	896440	erg mak	zeer mak	Full definition shorter than short
zo meteen	bijwoord	1.0	962901	962902	zo dadelijk	over een zeer korte tijd	Full definition shorter than short
zo meteen	bijwoord	2.0	962901	963112	zo direct	zo een-twee-drie	Full definition shorter than short
zo nijdig als een spin	verbinding	1.0	923961	923962	zeer kwaad	zeer nijdig	Full definition shorter than short
zo rood als een pioen	verbinding	1.0	930461	930466	vuurrood	zeer rood	Full definition shorter than short
zo zat als een patat	verbinding	1.0	897809	897810	stomdronken	zeer dronken	Full definition shorter than short
zo zat als een Zwitser	verbinding	1.0	891794	891798	stomdronken	zeer dronken	Full definition shorter than short
zomerseizoen	substantief	1.0	188047	188048	deel van het jaar waarin het zomer is	seizoen van de zomer periode van de zomer in een bepaald jaar	Full definition shorter than short
zondagopening	substantief	1.0	188292	188293	zondagopenstelling	het geopend zijn van winkels op zondag	Full definition shorter than short
zonder hart	verbinding	1.0	525818	926010	kil	zonder gevoel	Full definition shorter than short
zonnebaden	werkwoord	1.0	188566	188567	zonnen	een zonnebad nemen	Full definition shorter than short
zonnekloppen	werkwoord	1.0	206034	206044	zonnen	zonnebaden	Full definition shorter than short
zothuis	substantief	1.0	324660	324661	krankzinnigengesticht	psychiatrisch ziekenhuis	Full definition shorter than short
zoveel geven om iets als een boer om een kers	verbinding	1.0	916449	916452	niets om iets geven	ergens helemaal geen waarde aan hechten	Full definition shorter than short
zure room	verbinding	1.0	918428	918430	sour cream	room die aangezuurd is met melkzuurbacteriën	Full definition shorter than short
zuringpollen	substantief	1.0	205436	205441	pollen van de zuring	stuifmeel van de zuring	Full definition shorter than short
zuringstuifmeel	substantief	1.0	205490	205535	pollen van de zuring	stuifmeel van de zuring	Full definition shorter than short
zwaarbeladen	adjectief	2.0	189518	939414	zeer beladen	veel discussie of emotie teweegbrengend	Full definition shorter than short
zwaarbepakt	adjectief	1.0	448451	939565	beladen met een zware last	uitgerust met een zware bepakking	Full definition shorter than short
zwangerschapsbikini	substantief	1.0	592157	592178	bikini voor zwangere vrouwen	bikini voor tijdens de zwangerschap	Full definition shorter than short
zwart	adjectief	A.2.0	189681	571844	duister	zeer donker (gekleurd)	Full definition shorter than short
zwart	substantief	B.2.0	189681	574691	het duister	donkere kleur	Full definition shorter than short
zwart	substantief	B.4.0	189681	574670	zwarte kleren	zwarte kleding	Full definition shorter than short
zwart gat	verbinding	2.0	918499	918501	zeer moeilijke periode	emotioneel gevoelde gapende leegte	Full definition shorter than short
zwart zien van de mensen	verbinding	1.0	918549	918750	erg druk zijn	veel aanwezigen tellend	Full definition shorter than short
zwart zien van het volk	verbinding	1.0	918550	918751	erg druk zijn	veel aanwezigen tellend	Full definition shorter than short
zwartgerokt	adjectief	1.0	424377	653459	een zwarte rok dragend	voorzien van een zwarte rok	Full definition shorter than short
zwartgerokt	adjectief	3.0	424377	653463	een zwart rokkostuum dragend	voorzien van een zwart rokkostuum	Full definition shorter than short
zwartleren	adjectief	1.0	189767	189768	zwartleren kleding dragend	gemaakt van zwart leer in zwartleren kleding gehuld	Full definition shorter than short
zwartleren	adjectief	1.1	189767	227942	zwartleren kleding dragend	in zwartleren kleding gehuld	Full definition shorter than short
zwemmen in het geld	verbinding	1.0	899581	899582	erg rijk zijn	veel geld hebben	Full definition shorter than short
zwetsen	werkwoord	1.0	190188	190189	kletsen	onzin uitkramen	Full definition shorter than short
